solar_generation,non_shiftable_load_demand,dhw_demand,heating_demand,cooling_demand,energy_from_electrical_storage,energy_from_dhw_storage,energy_from_dhw_device,energy_from_heating_device,energy_from_cooling_device,energy_to_electrical_storage,energy_from_dhw_device_to_dhw_storage,electrical_storage_electricity_consumption,dhw_storage_electricity_consumption,dhw_electricity_consumption,heating_electricity_consumption,cooling_electricity_consumption,net_electricity_consumption,net_electricity_consumption_without_storage,net_electricity_consumption_without_storage_and_pv,electrical_storage_soc,dhw_storage_soc,timestamp,time_step,mode,episode,building_id,building_name,simulation_id
-0.0,0.4366114473067821,0.0,3.20105002181874,0.0,-0.0,-0.0,0.0,3.20105002181874,0.0,0.0,0.0,0.0,0.0,0.0,2.4298399505554795,0.0,2.8664513978622614,2.8664513978622614,2.8664513978622614,0.0,0.0,2018-01-01 00:00:00,0,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.0,0.3056895119845606,0.0,3.368843761885004,0.0,-0.0,-0.0,0.0,3.368843761885004,0.0,2.326954387128353,0.0,2.326954387128353,0.0,0.0,2.5572081360843266,0.0,5.189852035197241,2.8628976480688877,2.8628976480688877,0.16052397928019319,0.0,2018-01-01 01:00:00,1,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.0,0.3028680944709524,0.0,3.330545905678957,0.0,1.0499123301567876,-0.0,0.0,3.330545905678957,0.0,0.0,0.063708837876236,-1.0499123301567876,0.07078759764026223,0.07078759764026223,2.528137156125941,0.0,1.8518805180803684,2.8310052505968937,2.8310052505968937,0.07525530724782546,0.0055572794582523025,2018-01-01 02:00:00,2,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.0,0.3040110837064603,0.0,3.402122015594834,0.0,-0.0,-0.0,0.0,3.402122015594834,0.0,0.8653804639930032,0.0,0.8653804639930032,0.0,0.0,2.5824688567221514,0.0,3.751860404421615,2.886479940428612,2.886479940428612,0.13348716405932579,0.0055406076198775455,2018-01-01 03:00:00,3,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.0,0.3179397117983246,0.0,3.4348236872893843,0.0,-0.0,-0.0,0.0,3.4348236872893843,0.0,0.849229022200834,0.0,0.849229022200834,0.0,0.0,2.607291907843427,0.0,3.7744606418425857,2.925231619641752,2.925231619641752,0.19023550674530063,0.005523985797017913,2018-01-01 04:00:00,4,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.0,0.3546147451322163,0.4986938880469907,2.796080428860358,0.0,-0.0,-0.0,0.4986938880469907,2.796080428860358,0.0,0.1349360484464539,0.0,0.1349360484464539,0.0,0.5541043200522119,2.122437289233935,0.0,3.166092402864817,3.0311563544183633,3.0311563544183633,0.19820021153300374,0.005507413839626859,2018-01-01 05:00:00,5,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.0,0.7276838938983792,0.0,3.2469786683622006,0.0,-0.0,0.05665298870121517,-0.05665298870121517,3.2469786683622006,0.0,2.3897158662601368,0.0,2.3897158662601368,-0.06294776522357241,-0.06294776522357241,2.464703279614872,0.0,5.519155274549815,3.192387173513251,3.192387173513251,0.36126700932651346,0.0,2018-01-01 06:00:00,6,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.0,0.5165649552713311,0.0,3.583956780601071,0.0,-0.0,-0.0,0.0,3.583956780601071,0.0,0.6482380671519957,0.0,0.6482380671519957,0.0,0.0,2.754290218000823,0.0,3.9190932404241496,3.270855173272154,3.270855173272154,0.4028455543391554,0.0,2018-01-01 07:00:00,7,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.247099,0.7020579451927957,0.0,3.5352897334365485,0.0,-0.0,-0.0,0.0,3.5352897334365485,0.0,0.9963860337367841,0.063708837876236,0.9963860337367841,0.07078759764026223,0.07078759764026223,2.7168893283835804,0.0,4.239021904953423,3.1718482735763764,3.4189472735763764,0.468364311452778,0.0055572794582523025,2018-01-01 08:00:00,8,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
-0.9490689999999999,0.8719438787442955,0.3798567355025453,3.4321530268148863,0.0,-0.0,-0.0,0.3798567355025453,3.4321530268148863,0.0,2.013902305711375,0.0,2.013902305711375,0.0,0.4220630394472725,2.605264673819881,0.0,4.964104897722825,2.9502025920114496,3.8992715920114493,0.6069674065406512,0.0055406076198775455,2018-01-01 09:00:00,9,train,0,0,resstock-amy2018-2021-release-1-144377,travis_resstock-amy2018-2021-release-1-144377
