solar_generation,non_shiftable_load_demand,dhw_demand,heating_demand,cooling_demand,energy_from_electrical_storage,energy_from_dhw_storage,energy_from_dhw_device,energy_from_heating_device,energy_from_cooling_device,energy_to_electrical_storage,energy_from_dhw_device_to_dhw_storage,electrical_storage_electricity_consumption,dhw_storage_electricity_consumption,dhw_electricity_consumption,heating_electricity_consumption,cooling_electricity_consumption,net_electricity_consumption,net_electricity_consumption_without_storage,net_electricity_consumption_without_storage_and_pv,electrical_storage_soc,dhw_storage_soc,timestamp,time_step,mode,episode,building_id,building_name,simulation_id
-0.0,0.2932278471347531,0.0,1.9114900495438707,0.0,-0.0,-0.0,0.0,1.9114900495438707,0.0,0.0,0.0,0.0,0.0,0.0,1.0844694450500352,0.0,1.3776972921847883,1.3776972921847883,1.3776972921847883,0.0,0.0,2018-01-01 00:00:00,0,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-0.0,0.2907266569689772,0.0,2.1195606148945045,0.0,-0.0,-0.0,0.0,2.1195606148945045,0.0,2.326954387128353,0.0,2.326954387128353,0.0,0.0,1.2225031363606527,0.0,3.840184180457983,1.51322979332963,1.51322979332963,0.16052397928019319,0.0,2018-01-01 01:00:00,1,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-0.0,0.2886383386309319,0.0,2.13329488485682,0.0,1.0499123301567876,-0.0,0.0,2.13329488485682,0.0,0.0,0.3080855260125235,-1.0499123301567876,0.3423172511250261,0.3423172511250261,1.2304246782059611,0.0,0.8114679378051315,1.519063016836893,1.519063016836893,0.07525530724782546,0.011823455402583576,2018-01-01 02:00:00,2,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-0.0,0.2864123963503097,0.0,2.2198970539811573,0.0,-0.0,-0.0,0.0,2.2198970539811573,0.0,0.8653804639930032,0.0,0.8653804639930032,0.0,0.0,1.3187507251373212,0.0,2.4705435854806344,1.6051631214876312,1.6051631214876312,0.13348716405932579,0.011787985036375827,2018-01-01 03:00:00,3,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-0.0,0.2839112061845338,0.0,2.2551103836924464,0.0,-0.0,-0.0,0.0,2.2551103836924464,0.0,0.849229022200834,0.0,0.849229022200834,0.0,0.0,1.3485297831132734,0.0,2.481670011498641,1.6324409892978071,1.6324409892978071,0.19023550674530063,0.011752621081266698,2018-01-01 04:00:00,4,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-0.0,0.2843240780122645,0.0,2.289290643815246,0.0,-0.0,-0.0,0.0,2.289290643815246,0.0,0.1349360484464539,0.0,0.1349360484464539,0.0,0.0,1.377963722428476,0.0,1.7972238488871943,1.6622878004407404,1.6622878004407404,0.19820021153300374,0.011717363218022898,2018-01-01 05:00:00,5,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-0.0,0.3736718016847658,0.98461133729075,2.039127147746063,0.0,-0.0,-0.0,0.98461133729075,2.039127147746063,0.0,2.3897158662601368,0.0,2.3897158662601368,0.0,1.0940125969897223,1.1751499686916256,0.0,5.03255023362625,2.6428343673661137,2.6428343673661137,0.36126700932651346,0.011682211128368829,2018-01-01 06:00:00,6,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-0.0,0.4088212265282031,0.0,3.567054008347296,0.0,-0.0,0.27314269898515603,-0.27314269898515603,3.567054008347296,0.0,0.6482380671519957,0.0,0.6482380671519957,-0.3034918877612845,-0.3034918877612845,2.276008058131388,0.0,3.0295754640503025,2.684829284659591,2.684829284659591,0.4028455543391554,0.0,2018-01-01 07:00:00,7,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-0.365188,0.5356584342879603,0.0,1.008836377341784,0.0045393971428978,-0.0,-0.0,0.0,1.008836377341784,0.0045393971428978,0.9963860337367841,0.3080855260125235,0.9963860337367841,0.3423172511250261,0.3423172511250261,0.5725142477732489,0.00022696985714489,2.0819149367801644,0.743211651918354,1.108399651918354,0.468364311452778,0.011823455402583576,2018-01-01 08:00:00,8,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-1.3643800000000001,0.7371831165653725,0.1957511496839574,0.0149241430626556,0.8056096923580605,-0.0,-0.0,0.1957511496839574,0.0149241430626556,0.8056096923580605,2.013902305711375,0.0,2.013902305711375,0.0,0.21750127742661934,0.008209099594420023,0.040280484617903026,1.6526962839156898,-0.3612060217956854,1.0031739782043148,0.6069674065406512,0.011787985036375827,2018-01-01 09:00:00,9,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-2.3960100000000004,0.4107245443094733,2.577180254834869,0.0,1.956025565047247,-0.0,0.1957511496839574,2.3814291051509118,0.0,1.956025565047247,2.1108751290960357,0.0,2.1108751290960357,-0.21750127742661934,2.6460323390565685,0.0,0.09780127825236234,2.8694232907144395,0.9760494390450232,3.3720594390450236,0.7507462372453827,0.003405534196198111,2018-01-01 10:00:00,10,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
-3.17212,0.4126019356568348,0.0,0.0,1.544696036893905,2.2667984762514766,-0.0,0.0,0.0,1.544696036893905,0.0,0.3080855260125235,-2.2667984762514766,0.3423172511250261,0.3423172511250261,0.0,0.08516019410227822,-4.598839095367337,-2.6743578702408866,0.4977621297591135,0.5665647950383306,0.015218772996193093,2018-01-01 11:00:00,11,train,0,0,resstock-amy2018-2021-release-1-122940,alameda_resstock-amy2018-2021-release-1-122940
